"msoa21","msoa21_name","heat_vuln_risk","heat_social_vuln_tertile_label","care_or_nursing_home_n","hospital_n","nurseries_n","under5","over75","life_expectancy_decile"
"E02000894","Millwall South","High heat and enhanced risk","Highest heat risk",0,0,0,737,196,8
"E02006853","Millwall North","High heat and enhanced risk","Highest heat risk",0,0,3,732,132,9
"E02006854","Canary Wharf","High heat and enhanced risk","Highest heat risk",0,1,5,375,46,10
"E02007112","Leamouth","High heat and enhanced risk","Highest heat risk",0,0,3,318,6,8
"E02007113","Blackwall","High heat and enhanced risk","Highest heat risk",0,0,3,557,39,8
"E02007114","Cubitt Town","High heat and enhanced risk","Highest heat risk",0,0,8,364,166,8
"E02001259","Old Trafford","High heat and enhanced risk","Highest heat risk",1,0,4,756,317,3
"E02001260","Trafford Park West & Kingsway Park","High heat, not enhanced risk","Medium heat risk",0,0,4,438,708,7
"E02001261","Gorse Hill","High heat, not enhanced risk","Medium heat risk",0,0,1,534,288,3
"E02001262","Firswood","High heat and enhanced risk","Highest heat risk",0,0,0,551,512,5
"E02001263","Davyhulme","Lower heat risk","Lowest heat risk",2,2,2,400,922,7
"E02001264","Trafford Park East & Sevenways","High heat, not enhanced risk","Medium heat risk",0,0,1,555,505,5
"E02001265","Flixton & Moorside","Lower heat risk","Medium heat risk",1,0,0,429,688,5
"E02001266","Lostock & Stretford Meadows","High heat and enhanced risk","Highest heat risk",1,0,0,425,455,3
"E02001267","Urmston East","Lower heat risk","Highest heat risk",4,0,4,377,709,2
"E02001268","Urmston West","Lower heat risk","Medium heat risk",7,0,6,395,768,5
"E02001269","Stretford East","High heat, not enhanced risk","Medium heat risk",0,0,6,413,474,3
"E02001270","Sale North","Lower heat risk","Medium heat risk",5,0,3,551,659,6
"E02001271","Ashton upon Mersey North","Lower heat risk","Medium heat risk",0,0,0,367,488,7
"E02001272","Sale East","High heat, not enhanced risk","Medium heat risk",2,0,3,475,709,8
"E02001273","Sale Central","High heat, not enhanced risk","Medium heat risk",2,0,8,518,800,7
"E02001274","Ashton upon Mersey South","Lower heat risk","Lowest heat risk",9,0,4,285,1058,8
"E02001275","Partington","Lower heat risk","Highest heat risk",4,0,3,564,482,1
"E02001276","Sale Moor","Lower heat risk","Medium heat risk",2,0,1,477,490,4
"E02001277","Broadheath & Firsway","Lower heat risk","Medium heat risk",1,0,2,537,343,4
"E02001278","West Timperley","High heat, not enhanced risk","Lowest heat risk",1,0,0,451,653,8
"E02001279","Timperley North","High heat, not enhanced risk","Lowest heat risk",1,0,1,438,657,9
"E02001280","Timperley East","Lower heat risk","Medium heat risk",2,0,3,400,763,4
"E02001281","Timperley South","High heat, not enhanced risk","Lowest heat risk",0,0,2,360,902,9
"E02001282","Altrincham East","High heat, not enhanced risk","Medium heat risk",1,0,6,666,578,6
"E02001283","Altrincham West, Dunham & Warburton","Lower heat risk","Medium heat risk",2,1,3,434,985,9
"E02001284","Hale","Lower heat risk","Lowest heat risk",0,0,3,470,524,10
"E02001285","Bowdon","Lower heat risk","Lowest heat risk",4,0,1,288,984,10
"E02001286","Hale Barns","Lower heat risk","Lowest heat risk",2,1,2,422,1031,10
"E02005162","Paddock Wood & Five Oak Green","Lower heat risk","Lowest heat risk",1,0,3,550,983,8
"E02005163","Southborough West","Lower heat risk","Lowest heat risk",1,0,6,425,617,8
"E02005164","Southborough East & Longfield Road","Lower heat risk","Lowest heat risk",2,0,1,598,640,8
"E02005165","Pembury & Matfield","Lower heat risk","Medium heat risk",2,1,3,324,879,5
"E02005166","High Brooms & Sherwood","High heat, not enhanced risk","Medium heat risk",1,0,2,390,382,4
"E02005167","Langton Green, Speldhurst & Bidborough","Lower heat risk","Lowest heat risk",3,1,1,350,836,8
"E02005168","Tunbridge Wells West","High heat, not enhanced risk","Medium heat risk",5,0,3,413,710,6
"E02005169","Tunbridge Wells Central","High heat and enhanced risk","Highest heat risk",0,2,12,553,512,8
"E02005170","Ferndale & Hawkenbury","High heat, not enhanced risk","Medium heat risk",5,1,1,605,941,7
"E02005171","Ramslye & Rusthall","Lower heat risk","Medium heat risk",2,0,0,340,527,4
"E02005172","Goudhurst, Horsmonden & Lamberhurst","Lower heat risk","Lowest heat risk",0,0,5,372,766,10
"E02005173","Tunbridge Wells South","Lower heat risk","Lowest heat risk",2,0,2,416,873,10
"E02005174","Cranbrook, Sissinghurst & Frittenden","Lower heat risk","Lowest heat risk",3,0,2,362,966,7
"E02005175","Hawkhurst, Benenden & Sandhurst","Lower heat risk","Lowest heat risk",3,1,1,388,968,9
"E02004591","Audley End, Ashdon & the Chesterfords","High heat, not enhanced risk","Lowest heat risk",1,0,4,379,747,10
"E02004592","Saffron Walden Town","High heat, not enhanced risk","Medium heat risk",2,0,5,714,1401,9
"E02004593","Newport, Littlebury & Clavering","High heat, not enhanced risk","Lowest heat risk",1,0,2,411,907,10
"E02004594","Thaxted, Great Sampford & Radwinter","High heat, not enhanced risk","Lowest heat risk",3,0,2,428,817,10
"E02004595","Stansted Mountfitchet & Elsenham","High heat, not enhanced risk","Lowest heat risk",5,0,2,875,1230,8
"E02004596","Takeley, Airport & Mountfitchet South","High heat, not enhanced risk","Lowest heat risk",1,0,5,656,663,8
"E02004597","Great Dunmow","High heat, not enhanced risk","Lowest heat risk",1,0,0,571,760,8
"E02004598","Flitch Green, Felsted & High Easter","Lower heat risk","Lowest heat risk",3,0,6,557,1053,6
"E02004599","Hatfield Heath, Hallingburys & Rodings","High heat, not enhanced risk","Lowest heat risk",2,0,2,335,790,9
"E02005978","Dean Court, Cumnor & Appleton","Lower heat risk","Lowest heat risk",6,0,1,321,917,9
"E02005979","Botley & Kennington","Lower heat risk","Lowest heat risk",2,0,2,408,980,10
"E02005980","Radley, Wootton & Marcham","Lower heat risk","Lowest heat risk",2,0,3,609,1106,8
"E02005981","Abingdon Northcourt & Peachcroft","High heat, not enhanced risk","Lowest heat risk",0,0,2,403,657,10
"E02005982","Abingdon Audlett Drive & Farm Road","High heat, not enhanced risk","Lowest heat risk",1,0,2,315,542,10
"E02005983","Abingdon Town & West","High heat, not enhanced risk","Medium heat risk",4,0,3,527,1018,5
"E02005984","Kingston Bagpuize & East Hanney","Lower heat risk","Lowest heat risk",0,0,2,547,759,10
"E02005985","Abingdon South","High heat, not enhanced risk","Lowest heat risk",0,0,0,411,738,10
"E02005986","Faringdon & Stanford","Lower heat risk","Medium heat risk",2,0,2,504,918,6
"E02005987","Sutton Courtenay, Drayton & Steventon","Lower heat risk","Lowest heat risk",0,0,2,740,783,10
"E02005988","Grove","Lower heat risk","Lowest heat risk",0,0,0,741,687,9
"E02005991","Wantage Town","Lower heat risk","Lowest heat risk",6,0,4,570,1138,8
"E02005992","South Wantage, Harwell & Blewbury","Lower heat risk","Lowest heat risk",2,0,7,967,1107,10
"E02006886","Shrivenham, Watchfield & Uffington","Lower heat risk","Lowest heat risk",4,0,3,932,1254,8
"E02002438","Ferry Fryston","High heat and enhanced risk","Highest heat risk",5,0,1,647,546,1
"E02002439","Castleford Town","High heat and enhanced risk","Highest heat risk",4,0,1,493,634,1
"E02002440","Airedale","High heat, not enhanced risk","Medium heat risk",1,0,1,393,604,5
"E02002441","Castleford West","High heat and enhanced risk","Highest heat risk",3,0,2,566,747,1
"E02002442","Glasshoughton","High heat, not enhanced risk","Lowest heat risk",3,0,1,390,471,6
"E02002443","Outwood East","High heat, not enhanced risk","Lowest heat risk",0,1,1,327,367,7
"E02002444","Stanley, Moorhouse & Bottomboat","High heat, not enhanced risk","Lowest heat risk",3,0,2,490,448,5
"E02002445","Outwood West","High heat, not enhanced risk","Lowest heat risk",3,0,2,460,773,2
"E02002446","Altofts","High heat, not enhanced risk","Medium heat risk",2,0,2,267,617,5
"E02002447","Knottingley","High heat and enhanced risk","Highest heat risk",3,0,0,337,530,1
"E02002448","Ferrybridge & West Knottingley","High heat and enhanced risk","Highest heat risk",2,0,0,582,551,3
"E02002449","Pontefract North East","High heat, not enhanced risk","Medium heat risk",3,0,1,665,671,3
"E02002450","Normanton East","High heat, not enhanced risk","Medium heat risk",3,0,1,456,474,6
"E02002451","Wrenthorpe & Kirkhamgate","High heat, not enhanced risk","Lowest heat risk",4,0,2,379,773,4
"E02002452","Pontefract North West","High heat and enhanced risk","Highest heat risk",4,0,2,543,634,1
"E02002453","Normanton West","High heat and enhanced risk","Highest heat risk",3,0,4,531,642,2
"E02002454","Wakefield Central","High heat and enhanced risk","Highest heat risk",2,1,5,584,474,1
"E02002455","Pontefract South East","High heat and enhanced risk","Highest heat risk",0,1,2,389,440,2
"E02002456","Wakefield St John's","High heat, not enhanced risk","Medium heat risk",0,0,2,450,374,5
"E02002457","Eastmoor","High heat and enhanced risk","Highest heat risk",1,0,0,495,428,1
"E02002458","Ossett North","High heat, not enhanced risk","Medium heat risk",1,0,3,461,812,6
"E02002459","Alverthorpe & Flanshaw","High heat and enhanced risk","Highest heat risk",4,0,1,650,551,1
"E02002460","Pontefract South West","High heat, not enhanced risk","Medium heat risk",2,0,1,328,916,5
"E02002461","Streethouse & Sharlston Common","High heat, not enhanced risk","Medium heat risk",7,0,1,673,825,2
"E02002462","Ossett West","High heat, not enhanced risk","Medium heat risk",0,0,2,339,701,4
"E02002463","Lupset","High heat and enhanced risk","Highest heat risk",1,0,1,743,544,1
"E02002464","Featherstone","High heat and enhanced risk","Highest heat risk",2,0,1,624,668,3
"E02002465","Thornes","High heat, not enhanced risk","Medium heat risk",1,0,2,289,720,5
"E02002466","Ossett South East & Horbury Bridge","High heat, not enhanced risk","Medium heat risk",1,0,2,419,897,6
"E02002467","Agbrigg & Belle Isle","High heat and enhanced risk","Highest heat risk",2,0,1,639,310,3
"E02002468","Horbury","High heat, not enhanced risk","Lowest heat risk",2,0,1,245,552,5
"E02002469","Crofton","High heat, not enhanced risk","Lowest heat risk",0,0,2,352,546,5
"E02002470","Sandal","High heat, not enhanced risk","Lowest heat risk",1,0,0,247,987,10
"E02002471","Ackworth & Darrington","High heat, not enhanced risk","Lowest heat risk",1,0,2,552,1217,9
"E02002472","Netherton & Middlestown","High heat, not enhanced risk","Lowest heat risk",0,0,1,221,601,6
"E02002473","Durkar & Crigglestone","High heat, not enhanced risk","Lowest heat risk",1,0,0,339,673,6
"E02002474","Kettlethorpe & Chapelthorpe","High heat, not enhanced risk","Medium heat risk",0,0,1,431,465,3
"E02002475","Walton, Woolley & Bretton","High heat, not enhanced risk","Lowest heat risk",2,0,0,279,785,10
"E02002476","Kinsley & Fitzwilliam","High heat and enhanced risk","Highest heat risk",3,0,2,470,431,1
"E02002477","Ryhill & South Hiendley","High heat, not enhanced risk","Medium heat risk",2,0,1,344,494,3
"E02002478","Upton","High heat, not enhanced risk","Medium heat risk",1,0,1,372,386,4
"E02002479","Hemsworth Town","High heat and enhanced risk","Highest heat risk",2,1,3,394,829,3
"E02002480","Moorthorpe","High heat and enhanced risk","Highest heat risk",2,0,2,288,559,3
"E02002481","South Elmsall","High heat and enhanced risk","Highest heat risk",3,0,1,456,583,1
"E02002482","South Kirkby","High heat and enhanced risk","Highest heat risk",4,0,0,456,488,1
"E02002110","Brownhills West & Clayhanger","High heat, not enhanced risk","Lowest heat risk",2,0,1,356,524,3
"E02002111","Brownhills","High heat and enhanced risk","Highest heat risk",1,0,1,363,655,2
"E02002112","Pelsall North","High heat, not enhanced risk","Medium heat risk",1,0,0,222,565,5
"E02002113","Walsall Wood","High heat and enhanced risk","Highest heat risk",4,0,2,395,573,3
"E02002114","Pelsall South","High heat, not enhanced risk","Medium heat risk",2,0,2,287,918,7
"E02002115","Little Bloxwich","High heat and enhanced risk","Highest heat risk",0,1,0,400,673,5
"E02002116","Aldridge North","High heat, not enhanced risk","Medium heat risk",3,0,0,278,828,3
"E02002117","Bloxwich Central & North","High heat, not enhanced risk","Medium heat risk",2,1,0,262,501,4
"E02002118","Bloxwich North West","High heat and enhanced risk","Highest heat risk",0,0,1,486,608,2
"E02002119","Shelfield","High heat, not enhanced risk","Medium heat risk",1,0,1,287,552,6
"E02002120","Ashmore","High heat, not enhanced risk","Lowest heat risk",0,0,0,313,412,8
"E02002121","Blakenall North","High heat and enhanced risk","Highest heat risk",4,0,0,456,529,1
"E02002122","Blakenall South","High heat and enhanced risk","Highest heat risk",6,0,0,572,187,1
"E02002123","New Invention","High heat and enhanced risk","Highest heat risk",1,0,0,491,564,2
"E02002124","Aldridge Central","High heat and enhanced risk","Highest heat risk",2,0,3,349,1013,4
"E02002125","Rushall","High heat, not enhanced risk","Medium heat risk",2,0,2,376,527,2
"E02002126","Bloxwich South","High heat and enhanced risk","Highest heat risk",1,0,1,587,330,1
"E02002127","Walsall Ryecroft","High heat and enhanced risk","Highest heat risk",4,0,2,834,399,1
"E02002128","Short Heath East","High heat, not enhanced risk","Medium heat risk",1,0,0,305,719,5
"E02002129","Short Heath West","High heat, not enhanced risk","Medium heat risk",0,0,0,309,568,5
"E02002130","Leamore","High heat and enhanced risk","Highest heat risk",1,0,2,537,388,2
"E02002131","Aldridge South","High heat, not enhanced risk","Lowest heat risk",0,0,1,288,999,10
"E02002132","Bentley","High heat and enhanced risk","Highest heat risk",1,0,2,387,446,2
"E02002133","Walsall North East","High heat and enhanced risk","Highest heat risk",6,0,2,357,600,3
"E02002134","Willenhall Park","High heat and enhanced risk","Highest heat risk",4,1,0,650,525,2
"E02002135","Walsall West","High heat and enhanced risk","Highest heat risk",1,2,0,650,277,2
"E02002136","Willenhall Town","High heat and enhanced risk","Highest heat risk",3,0,3,530,439,3
"E02002137","Streetly North","High heat, not enhanced risk","Lowest heat risk",1,1,1,277,967,8
"E02002138","Walsall East","High heat, not enhanced risk","Medium heat risk",1,0,2,371,513,7
"E02002139","Walsall Central","High heat and enhanced risk","Highest heat risk",5,0,7,988,445,1
"E02002140","Pleck","High heat and enhanced risk","Highest heat risk",2,1,1,701,392,1
"E02002141","Streetly South","High heat, not enhanced risk","Lowest heat risk",0,0,2,391,771,10
"E02002142","Darlaston East","High heat and enhanced risk","Highest heat risk",4,0,1,524,277,1
"E02002143","Palfrey","High heat and enhanced risk","Highest heat risk",1,0,0,863,374,2
"E02002144","Walsall South East","High heat, not enhanced risk","Lowest heat risk",0,1,0,337,817,10
"E02002145","Darlaston Central","High heat and enhanced risk","Highest heat risk",0,0,0,659,381,1
"E02002146","The Delves","High heat and enhanced risk","Highest heat risk",1,0,1,335,422,2
"E02002147","Darlaston West","High heat and enhanced risk","Highest heat risk",1,0,1,782,519,1
"E02002148","Pheasey & Sutton Road","High heat, not enhanced risk","Lowest heat risk",1,0,3,643,1224,8
"E02000895","Chingford Green West","High heat, not enhanced risk","Medium heat risk",2,0,1,454,930,9
"E02000896","Chingford Green East","High heat, not enhanced risk","Medium heat risk",2,0,2,539,944,7
"E02000897","Friday Hill","High heat, not enhanced risk","Medium heat risk",4,0,3,450,692,4
"E02000898","Larkswood","High heat, not enhanced risk","Medium heat risk",2,0,3,417,750,7
"E02000899","Chingford Mount","High heat, not enhanced risk","Medium heat risk",1,0,1,510,722,8
"E02000900","South Chingford","High heat and enhanced risk","Highest heat risk",3,0,3,610,532,9
"E02000901","Highams Park East","High heat, not enhanced risk","Medium heat risk",1,0,2,651,577,8
"E02000902","Highams Park West","High heat and enhanced risk","Highest heat risk",0,0,4,725,427,10
"E02000903","Higham Hill","High heat and enhanced risk","Highest heat risk",0,0,3,731,295,5
"E02000904","Fulbourne Road & Walthamstow Forest","High heat, not enhanced risk","Lowest heat risk",1,0,2,560,273,10
"E02000905","Lloyd Park","High heat and enhanced risk","Highest heat risk",1,0,5,914,311,5
"E02000906","William Morris","High heat and enhanced risk","Highest heat risk",0,0,2,640,263,7
"E02000907","Wood Street","High heat and enhanced risk","Highest heat risk",3,0,4,729,332,4
"E02000908","Blackhorse Road","High heat and enhanced risk","Highest heat risk",0,0,1,854,280,8
"E02000909","Upper Walthamstow","High heat, not enhanced risk","Medium heat risk",2,0,5,664,291,7
"E02000910","Walthamstow Central","High heat and enhanced risk","Highest heat risk",2,0,6,806,333,5
"E02000911","Walthamstow Market & South Grove","High heat and enhanced risk","Highest heat risk",0,0,2,919,331,7
"E02000912","Markhouse & St James Park","High heat and enhanced risk","Highest heat risk",0,0,5,715,327,10
"E02000913","Whipps Cross","High heat and enhanced risk","Highest heat risk",1,2,3,687,428,5
"E02000914","Baker's Arms","High heat and enhanced risk","Highest heat risk",3,0,3,874,318,1
"E02000915","Leytonstone North","High heat and enhanced risk","Highest heat risk",5,0,5,508,248,7
"E02000916","Lea Bridge","High heat and enhanced risk","Highest heat risk",0,0,1,786,260,10
"E02000917","Leyton North","High heat and enhanced risk","Highest heat risk",2,0,4,771,199,7
"E02000918","Leytonstone East","High heat and enhanced risk","Highest heat risk",5,0,3,672,220,10
"E02000919","Leyton East","High heat and enhanced risk","Highest heat risk",2,0,1,705,308,9
"E02000920","Leyton South","High heat and enhanced risk","Highest heat risk",1,0,3,651,399,6
"E02000921","Leytonstone South West","High heat and enhanced risk","Highest heat risk",2,0,2,647,267,6
"E02000922","Leytonstone South East","High heat and enhanced risk","Highest heat risk",2,0,2,710,273,6
"E02000923","Battersea Park","High heat and enhanced risk","Highest heat risk",3,0,3,389,741,5
"E02000925","Battersea Latchmere","High heat and enhanced risk","Highest heat risk",0,1,1,450,349,4
"E02000926","St Mary's & Cotton Row","High heat and enhanced risk","Highest heat risk",1,0,5,719,349,7
"E02000927","Lavender Hill East","High heat and enhanced risk","Highest heat risk",0,0,3,338,322,8
"E02000928","Putney Embankment & Lower Common","High heat, not enhanced risk","Medium heat risk",0,0,3,434,422,9
"E02000929","York Gardens","High heat and enhanced risk","Highest heat risk",0,0,2,475,342,4
"E02000930","Lavender Hill West & Little India","High heat and enhanced risk","Highest heat risk",0,0,2,454,228,7
"E02000931","Clapham Common West","High heat, not enhanced risk","Medium heat risk",0,0,0,603,224,10
"E02000932","Putney Town & Wandsworth Park","High heat, not enhanced risk","Medium heat risk",0,0,7,661,400,9
"E02000933","Putney West","High heat, not enhanced risk","Medium heat risk",0,0,4,374,509,10
"E02000934","Clapham Junction & East Hill","High heat and enhanced risk","Highest heat risk",3,1,5,452,279,10
"E02000935","Roehampton North West","High heat and enhanced risk","Highest heat risk",2,1,1,440,344,3
"E02000936","East Putney","High heat and enhanced risk","Highest heat risk",1,0,4,402,496,8
"E02000937","Wandsworth Common","High heat, not enhanced risk","Medium heat risk",0,0,5,534,224,10
"E02000938","Roehampton North East","High heat and enhanced risk","Highest heat risk",1,1,2,611,745,4
"E02000939","Nightingale Lane","High heat, not enhanced risk","Medium heat risk",1,0,3,501,441,6
"E02000940","Wandsworth South","High heat and enhanced risk","Highest heat risk",0,0,5,498,265,7
"E02000941","Earlsfield North","High heat, not enhanced risk","Medium heat risk",2,0,5,691,298,9
"E02000942","Southfields North","High heat, not enhanced risk","Medium heat risk",0,0,3,591,486,9
"E02000943","Balham","High heat, not enhanced risk","Medium heat risk",0,0,6,444,367,9
"E02000944","West Hill North","High heat and enhanced risk","Highest heat risk",2,0,1,437,298,1
"E02000945","Roehampton South & Putney Vale","High heat and enhanced risk","Highest heat risk",2,1,1,436,314,3
"E02000946","Earlsfield South","High heat and enhanced risk","Highest heat risk",0,0,2,496,213,5
"E02000947","Merton Road","High heat and enhanced risk","Highest heat risk",0,0,4,777,275,9
"E02000948","Tooting Bec Common","High heat and enhanced risk","Highest heat risk",2,0,4,479,395,3
"E02000949","Springfield","High heat, not enhanced risk","Medium heat risk",2,1,3,487,446,2
"E02000950","West Hill South","High heat and enhanced risk","Highest heat risk",0,0,2,395,355,9
"E02000951","Tooting Bec West","High heat and enhanced risk","Highest heat risk",0,0,2,294,258,9
"E02000952","Tooting Bec East","High heat and enhanced risk","Highest heat risk",0,0,3,316,233,6
"E02000953","Summerstown","High heat and enhanced risk","Highest heat risk",0,0,3,560,163,7
"E02000954","Upper Tooting","High heat and enhanced risk","Highest heat risk",0,0,2,346,358,8
"E02000955","Tooting North","High heat and enhanced risk","Highest heat risk",0,0,2,341,318,6
"E02000956","Tooting West","High heat and enhanced risk","Highest heat risk",1,2,3,351,165,3
"E02000957","Tooting East","High heat and enhanced risk","Highest heat risk",3,0,6,612,405,5
"E02000958","Furzedown West","High heat, not enhanced risk","Medium heat risk",0,0,2,434,538,8
"E02000959","Furzedown East","High heat and enhanced risk","Highest heat risk",2,0,4,493,238,6
"E02007083","Nine Elms","High heat and enhanced risk","Highest heat risk",0,0,2,483,49,6
"E02007084","Queenstown Road & Patmore","High heat and enhanced risk","Highest heat risk",0,0,3,418,292,6
"E02002590","Culcheth West & Croft","Lower heat risk","Lowest heat risk",1,0,2,251,764,9
"E02002591","Culcheth East & Hollins Green","Lower heat risk","Lowest heat risk",2,0,3,288,838,5
"E02002592","Winwick & Burtonwood","Lower heat risk","Medium heat risk",5,4,2,235,815,3
"E02002593","Locking Stumps","Lower heat risk","Medium heat risk",2,0,3,262,452,4
"E02002594","Oakwood & Gorse Covert","Lower heat risk","Medium heat risk",0,0,0,252,227,4
"E02002595","Hulme","Lower heat risk","Highest heat risk",0,1,0,481,331,2
"E02002596","Houghton Green & Fearnhead","Lower heat risk","Lowest heat risk",1,0,1,323,689,7
"E02002597","Blackbrook","Lower heat risk","Highest heat risk",1,0,3,576,506,1
"E02002598","Kingswood & Whittle Hall","Lower heat risk","Lowest heat risk",5,0,4,780,281,4
"E02002599","Callands & Old Hall","Lower heat risk","Lowest heat risk",4,0,3,485,662,2
"E02002600","Orford","High heat and enhanced risk","Highest heat risk",0,2,2,585,658,2
"E02002601","Padgate & Paddington","Lower heat risk","Lowest heat risk",1,0,1,474,952,7
"E02002602","Bewsey & Dallam","Lower heat risk","Highest heat risk",0,2,0,606,238,1
"E02002603","Woolston","Lower heat risk","Lowest heat risk",1,1,3,230,698,6
"E02002604","Great Sankey","Lower heat risk","Lowest heat risk",2,0,1,310,858,4
"E02002605","Hood Manor & Sankey Bridges","Lower heat risk","Lowest heat risk",3,0,1,416,636,7
"E02002606","Fairfield & Howley","High heat and enhanced risk","Highest heat risk",4,0,3,648,593,1
"E02002607","Central Warrington","Lower heat risk","Highest heat risk",1,0,7,638,856,2
"E02002608","Penketh & Cuerdley","High heat, not enhanced risk","Medium heat risk",4,0,3,338,1358,7
"E02002609","Latchford","Lower heat risk","Highest heat risk",2,0,5,624,486,1
"E02002610","Lymm","Lower heat risk","Lowest heat risk",5,0,7,546,1419,7
"E02002611","Grappenhall","Lower heat risk","Lowest heat risk",4,0,3,350,934,8
"E02002612","Stockton Heath & Hillcliffe","Lower heat risk","Lowest heat risk",3,0,3,401,992,9
"E02002613","Appleton Thorn, Stretton & Walton","Lower heat risk","Lowest heat risk",1,1,4,284,635,9
"E02002614","Appleton","Lower heat risk","Lowest heat risk",1,0,0,185,749,6
"E02006519","Kenilworth West","Lower heat risk","Medium heat risk",2,0,7,342,1072,8
"E02006520","Kenilworth East","High heat, not enhanced risk","Lowest heat risk",1,0,0,362,1005,10
"E02006521","Kenilworth South","Lower heat risk","Medium heat risk",2,0,1,306,1125,7
"E02006522","Kingswood & Leek Wootton","Lower heat risk","Lowest heat risk",0,0,1,272,643,10
"E02006523","Cubbington, Stoneleigh & Radford Semele","High heat, not enhanced risk","Lowest heat risk",6,1,4,554,1175,8
"E02006524","Lillington","High heat and enhanced risk","Highest heat risk",2,0,1,311,464,4
"E02006525","Leamington Central & North","High heat, not enhanced risk","Medium heat risk",6,1,7,565,1325,7
"E02006526","Warwick North","High heat, not enhanced risk","Medium heat risk",1,1,0,432,796,6
"E02006527","Leamington West & Milverton","High heat, not enhanced risk","Medium heat risk",7,0,6,427,803,5
"E02006528","Leamington East & Sydenham","High heat, not enhanced risk","Medium heat risk",5,0,2,539,608,3
"E02006529","Warwick South West & Aylesford","High heat, not enhanced risk","Medium heat risk",2,3,6,754,884,5
"E02006530","Warwick South East, Myton & Heathcote","High heat, not enhanced risk","Lowest heat risk",3,1,5,876,1001,10
"E02006531","Leamington Brunswick","High heat and enhanced risk","Highest heat risk",1,0,2,426,411,2
"E02006532","Bishops Tachbrook, Barford & Hatton Park","High heat, not enhanced risk","Lowest heat risk",0,0,4,852,876,10
"E02006533","Whitnash","High heat, not enhanced risk","Lowest heat risk",2,0,0,598,803,5
"E02004968","Woodside & Leavesden Green","High heat, not enhanced risk","Medium heat risk",2,0,1,499,527,4
"E02004969","Stanborough","High heat, not enhanced risk","Lowest heat risk",0,0,3,411,511,9
"E02004970","Garston","High heat, not enhanced risk","Medium heat risk",3,0,1,549,588,6
"E02004971","Leggatts","High heat, not enhanced risk","Medium heat risk",3,0,0,514,443,4
"E02004972","Tudor","High heat, not enhanced risk","Medium heat risk",0,0,0,364,452,8
"E02004973","North Watford","High heat and enhanced risk","Highest heat risk",0,0,4,672,166,9
"E02004974","Nascot Wood","High heat, not enhanced risk","Medium heat risk",7,0,2,556,874,4
"E02004975","Cassiobury","High heat, not enhanced risk","Lowest heat risk",1,0,1,418,698,10
"E02004976","Central Watford","High heat and enhanced risk","Highest heat risk",2,0,4,911,311,3
"E02004977","West Watford","High heat and enhanced risk","Highest heat risk",2,1,3,644,205,2
"E02004978","Holywell","High heat and enhanced risk","Highest heat risk",2,0,4,716,445,1
"E02004979","Oxhey","High heat, not enhanced risk","Medium heat risk",1,0,2,448,473,8
"E02006439","Farnham Weybourne & Badshot Lea","High heat, not enhanced risk","Lowest heat risk",0,0,5,320,617,10
"E02006440","Farnham Upper Hale","Lower heat risk","Lowest heat risk",0,0,0,368,658,10
"E02006441","Farnham Town","Lower heat risk","Medium heat risk",5,2,4,436,900,7
"E02006442","Farnham Moor Park & Bourne","Lower heat risk","Lowest heat risk",3,0,3,246,744,10
"E02006443","Farncombe","High heat, not enhanced risk","Medium heat risk",2,0,5,471,704,5
"E02006444","Farnham Shortheath","High heat, not enhanced risk","Lowest heat risk",3,0,0,400,577,10
"E02006445","Godalming North","High heat, not enhanced risk","Lowest heat risk",3,0,3,488,691,8
"E02006446","Blackheath, Wonersh & Shamley Green","Lower heat risk","Lowest heat risk",0,0,2,304,741,9
"E02006447","Farnham Wrecclesham","Lower heat risk","Lowest heat risk",1,0,0,368,681,9
"E02006448","Godalming South","Lower heat risk","Lowest heat risk",2,0,0,456,627,10
"E02006449","Elstead & Milford","Lower heat risk","Lowest heat risk",1,0,2,324,918,10
"E02006450","Wheelerstreet, Wormley & Hambledon","Lower heat risk","Lowest heat risk",4,0,4,366,690,5
"E02006451","Cranleigh","High heat, not enhanced risk","Lowest heat risk",1,0,2,608,1562,10
"E02006453","Ewhurst & Chiddingfold","Lower heat risk","Lowest heat risk",2,0,3,382,1151,9
"E02006454","Haslemere East","Lower heat risk","Lowest heat risk",2,0,3,354,842,10
"E02006455","Haslemere West","Lower heat risk","Lowest heat risk",8,0,2,312,604,4
"E02006839","Hindhead, Beacon Hill & Frensham","Lower heat risk","Lowest heat risk",11,0,3,306,1104,4
"E02004403","Forest Row & Coleman's Hatch","Lower heat risk","Lowest heat risk",1,0,2,268,681,10
"E02004404","Frant & Groombridge","Lower heat risk","Lowest heat risk",0,1,3,268,673,10
"E02004405","Crowborough North East","Lower heat risk","Lowest heat risk",0,0,1,287,792,10
"E02004406","Crowborough Whitehill & Warren","Lower heat risk","Lowest heat risk",10,1,1,292,1255,8
"E02004407","Mayfield & Wadhurst","Lower heat risk","Lowest heat risk",1,0,3,269,1045,9
"E02004408","Crowborough South East","High heat, not enhanced risk","Lowest heat risk",0,0,1,505,547,9
"E02004409","Chelwood & Nutley","Lower heat risk","Lowest heat risk",3,0,1,199,672,9
"E02004410","Buxted, Framfield & Rotherfield","Lower heat risk","Lowest heat risk",1,0,3,281,1029,10
"E02004411","Uckfield Town & North","Lower heat risk","Lowest heat risk",2,0,4,384,899,6
